head	tail	context	relation_type
C0037668	C0037663	C0001857	Binding
C0024320	C0021756	C3714757	Decrease
C0021745	C0024320	C3714757	Decrease
C0935992	C1098093	C0699885	Regulation
C0115305	C0063695	C0699791	Increase
C0032143	C0042071	C0549289	Decrease
C0003009	C0003011	C0020545	Binding
C0079280	C0040688	C1527249	Decrease
C0025326	C0016424	C0549383	Binding
C0034802	C0174680	C0235974	Binding
C0242275	C0034802	C0235974	Regulation
C0027078	C0010287	C0151744	Decrease
C0021753	C0038838	C0027651	Regulation
C1537502	C0080055	C0001418	Increase
C0003009	C0055673	C0007222	Regulation
C0066357	C0022709	C0042373	Decrease
C0066357	C0022709	C0036916	Decrease
C0022709	C0066357	C0002395	Regulation
C1136310	C0080188	C0023467	Regulation
C0021760	C0009325	C0036421	Decrease
C0019046	C3844844	C3841459	Increase
C0035342	C1431698	C0018965	Decrease
C0035342	C0042010	C0018965	Decrease
C1431698	C0001057	C0018965	Decrease
C0042010	C0001057	C0018965	Decrease
C1431698	C0042010	C0018965	Decrease
C0042010	C0019046	C0018965	Decrease
C0020846	C0214743	C0013595	Regulation
C0021745	C0021756	C0004364	Binding
C0054953	C0079460	C0333516	Decrease
C1416612	C1416563	C1141890	Decrease
C1418829	C1956003	C0011860	Decrease
C0021641	C1418829	C0011860	Increase
C0014939	C0080055	C0678222	Decrease
C0069428	C0026972	C0026269	Increase
C0069428	C0129439	C0026269	Regulation
C1415076	C0110613	C2239176	Regulation
C0812246	C1456820	C0018802	Binding
C1336643	C0035448	C0003873	Regulation
C0019721	C0020835	C0022658	Regulation
C0017817	C0027021	C0027651	Decrease
C0021641	C0037659	C2239176	Increase
C1880904	C0015879	C0027651	Increase
C1414404	C0015879	C0027651	Decrease
C0023823	C0062709	C0003850	Increase
C0023821	C0062709	C0003850	Increase
C0023822	C0023821	C0003850	Increase
C0020852	C0040160	C0027145	Increase
C0002210	C0027021	C2239176	Regulation
C0023823	C0023194	C0342895	Binding
C0023821	C0023825	C0342895	Binding
C0023823	C0023821	C0342895	Binding
C0010287	C0025746	C0013264	Regulation
C0023826	C0023824	C0010068	Increase
C0020852	C0020835	C0011603	Binding
C0085201	C0021641	C1956346	Decrease
C0014822	C0079460	C0023473	Increase
C0040162	C0033371	C0032019	Binding
C0037663	C0037668	C0346302	Binding
C0040162	C0037663	C0346302	Binding
C0021756	C0034819	C0001175	Regulation
C0018062	C1141639	C0206659	Decrease
C0040162	C0037663	C0003125	Regulation
C0019166	C0020861	C0019189	Binding
C0002210	C0002191	C0206624	Increase
C0037663	C0037668	C1863999	Regulation
C0020860	C0020852	C0026764	Increase
C0078058	C0042971	C0699790	Regulation
C0080055	C0042971	C0699790	Regulation
C0078058	C0072108	C0007137	Regulation
C0006560	C0016006	C0699791	Increase
C0016006	C0007082	C1306459	Regulation
C0016006	C0007082	C0699791	Regulation
C0006560	C0007082	C0699791	Increase
C0242957	C0249880	C0027651	Increase
C0007082	C0249880	C0027651	Decrease
C0039902	C0080055	C0027651	Regulation
C0079471	C0039902	C0027651	Regulation
C0128546	C0666361	C0026764	Increase
C0080055	C4042483	C0007137	Binding
C1704256	C1522552	C0149516	Regulation
C0127082	C1522552	C0149516	Regulation
C0166059	C1522552	C0149516	Regulation
C1522552	C0165519	C0149516	Binding
C0127082	C1704256	C0149516	Regulation
C0166059	C1704256	C0149516	Regulation
C0165519	C1704256	C0149516	Regulation
C0127082	C0166059	C0149516	Regulation
C0127082	C0165519	C0149516	Regulation
C0166059	C0165519	C0149516	Binding
C0079419	C0080055	C0220756	Binding
C0034802	C0042071	C0027651	Increase
C0006560	C0001899	C0524620	Binding
C0021641	C0033362	C0085207	Regulation
C0105770	C0042172	C2939420	Regulation
C0086379	C0017687	C0027092	Decrease
C0017687	C0082712	C0027092	Increase
C0017687	C0061355	C0027092	Increase
C0078056	C0063695	C0011884	Binding
C0078058	C0078056	C0011884	Binding
C0072978	C1955901	C0011884	Regulation
C0017040	C0004002	C0027651	Increase
C0021753	C0002059	C0027651	Regulation
C0060095	C1312700	C0400966	Regulation
C0060095	C1420166	C0400966	Regulation
C0668194	C1312700	C0400966	Regulation
C1420166	C1312700	C0400966	Regulation
C0668194	C1420166	C0400966	Regulation
C0360714	C0383327	C0020443	Regulation
C0165519	C0383327	C0020443	Binding
C0209338	C0128546	C3668816	Regulation
C0017626	C0021753	C2936719	Regulation
C1366582	C1426669	C0038354	Decrease
C1426669	C1366582	C0017154	Regulation
C0021666	C0021665	C2239176	Binding
C0021666	C0123707	C2239176	Decrease
C0010641	C0066357	C0021390	Decrease
C1439329	C0066357	C0021390	Decrease
C0003323	C0108779	C1540912	Binding
C1419771	C0108773	C0027651	Increase
C0018061	C0023607	C0002395	Increase
C0016424	C0018061	C0002395	Decrease
C0016424	C0023607	C0236642	Binding
C0016424	C0023607	C0338451	Decrease
C0003595	C3493221	C0004153	Binding
C0623362	C0145988	C0003873	Decrease
C1415351	C0020852	C0042487	Decrease
C0034802	C0623362	C0027651	Increase
C0249880	C1447045	C0017638	Decrease
C0525037	C1447045	C0017638	Decrease
C0812222	C1447045	C0017638	Decrease
C0812222	C0249880	C0017638	Binding
C0525037	C0079419	C0017638	Decrease
C0525037	C0812222	C0017638	Binding
C0019168	C0001899	C0023895	Regulation
C0108789	C0003323	C0019693	Decrease
C1959603	C0032172	C0175697	Increase
C0034802	C0040688	C1301194	Binding
C0007407	C0025646	C0678222	Regulation
C1413000	C0665341	C0178324	Decrease
C0019751	C1413299	C0033860	Binding
C0388911	C0078058	C0699791	Binding
C0077401	C3538889	C0948089	Increase
C0243982	C0015683	C1306459	Binding
C0243982	C0015683	C1306460	Binding
C0021745	C0243982	C1306459	Decrease
C0021745	C0243982	C1306460	Decrease
C0021745	C0015683	C1306459	Decrease
C0040690	C0016026	C3495427	Decrease
C1321919	C0144576	C0175697	Increase
C0079633	C0021760	C0020452	Decrease
C1456820	C0079633	C0020452	Decrease
C0042971	C0021641	C0027051	Decrease
C0809183	C0525037	C1527249	Binding
C0066357	C1439329	C0026269	Decrease
C0249880	C0080055	C0235782	Binding
C0249880	C0080055	C0085694	Binding
C0080055	C0078058	C0235782	Binding
C0078058	C0080055	C0085694	Binding
C0078058	C0249880	C0235782	Decrease
C0078058	C0249880	C0085694	Decrease
C0669516	C1413192	C1862939	Decrease
C1420306	C1413192	C1862939	Decrease
C0030899	C0014563	C0678222	Decrease
C0018966	C0030899	C0678222	Decrease
C0030899	C0079083	C0678222	Decrease
C1305957	C0027078	C0155626	Increase
C0002570	C0030946	C0007131	Binding
C0003169	C0041249	C0003507	Regulation
C0069515	C0138741	C0027651	Binding
C0138741	C0290149	C0600139	Binding
C0034802	C0069515	C0039590	Binding
C0069515	C0034802	C1266158	Binding
C0034802	C0069515	C0334409	Binding
C0040688	C0034802	C0039590	Decrease
C0040688	C0034802	C1266158	Decrease
C0034802	C0040688	C0334409	Binding
C0106132	C0034802	C0039590	Binding
C0034802	C0106132	C1266158	Binding
C0106132	C0034802	C0334409	Binding
C0069515	C0040688	C0039590	Binding
C0069515	C0040688	C1266158	Binding
C0069515	C0040688	C0334409	Binding
C0069515	C0106132	C0027651	Increase
C1698754	C0021760	C0014072	Regulation
C0002199	C0014822	C0520463	Binding
C0014822	C0002199	C0019163	Binding
C0020835	C0079904	C0022658	Decrease
C0110613	C0919441	C0017638	Decrease
C0080055	C0599575	C0027651	Increase
C1529719	C0080055	C0027651	Decrease
C1439284	C0003009	C2827469	Decrease
C1413172	C0812261	C0027651	Binding
C0084220	C0208989	C0027651	Decrease
C0068895	C0249880	C2931822	Binding
C0068895	C0249880	C0220756	Binding
C0249880	C0068895	C0027651	Binding
C0249880	C0042172	C0220756	Binding
C0525037	C0068895	C0220756	Binding
C0042172	C0525037	C0220756	Binding
C0042172	C0068895	C0220756	Binding
C0249880	C0525037	C0476089	Decrease
C0288472	C0080113	C0476089	Binding
C0385333	C0111429	C0476089	Decrease
C0111429	C0080113	C0476089	Decrease
C0145779	C2744539	C2239176	Binding
C0004002	C0020846	C0015674	Binding
C0015879	C0034845	C0333912	Regulation
C0533668	C3849511	C0699790	Binding
C0035379	C0533668	C0699790	Binding
C3849511	C0035379	C0699790	Binding
C0525037	C0288472	C0029925	Binding
C0525037	C0288472	C0007097	Binding
C0525037	C0169665	C0029925	Binding
C0525037	C0169665	C0007097	Regulation
C0288472	C0249880	C0029925	Binding
C0288472	C0169665	C0029925	Decrease
C0014822	C0019046	C1140680	Binding
C1456820	C0125606	C0032460	Binding
C0125606	C0083031	C0032460	Binding
C0125606	C0021745	C0032460	Binding
C0079633	C1456820	C0002395	Decrease
C0003323	C0054968	C0079773	Binding
C0755295	C0111429	C0678222	Regulation
C0042172	C0027215	C0699791	Decrease
C0040085	C0080055	C0027651	Binding
C0080055	C1533698	C0027651	Regulation
C0082529	C1456820	C3263719	Decrease
C0290378	C1332680	C0018553	Regulation
C0014822	C0021760	C0333516	Decrease
C0069515	C0034802	C0699791	Binding
C1417495	C1417490	C0027651	Regulation
C0060993	C0002302	C0206754	Regulation
C0060993	C0002302	C0025202	Regulation
C0376622	C0761993	C0023467	Increase
C1332002	C0761993	C0023467	Regulation
C0025543	C0288472	C0027651	Binding
C0021755	C0667477	C0027651	Regulation
C0385242	C0538161	C0026764	Increase
C1333337	C0034802	C1306459	Increase
C0123242	C0078056	C1527407	Increase
C0078056	C1412206	C1527407	Binding
C1412206	C0123242	C1527407	Increase
C0009508	C0056207	C0017658	Increase
C0009508	C0016006	C0017658	Increase
C1456820	C0056889	C0010674	Regulation
C0388911	C1333569	C0027651	Decrease
C0040083	C1421354	C0040517	Binding
C0021759	C0021757	C0947961	Increase
C0079460	C0021757	C0947961	Increase
C0079460	C0021759	C0947961	Increase
C0006560	C0002723	C0031069	Decrease
C0016006	C0002723	C0031069	Regulation
C4042483	C0219474	C0149978	Binding
C0040690	C0021745	C0699791	Increase
C0003323	C0021745	C0699791	Increase
C0007507	C0021745	C0699791	Increase
C0021758	C0085295	C0699791	Increase
C0021758	C0040690	C0699791	Increase
C0021758	C0003323	C0699791	Increase
C0021758	C0007507	C0699791	Increase
C0003323	C0085295	C0699791	Increase
C0007507	C0085295	C0699791	Increase
C0003323	C0040690	C0699791	Increase
C0007507	C0040690	C0699791	Increase
C0007507	C0003323	C0699791	Binding
C0030190	C0042071	C0677886	Binding
C0023822	C0003593	C0524620	Binding
C0244756	C0085114	C4277521	Increase
C0079633	C0006560	C1306459	Regulation
C0020861	C0020835	C0268731	Binding
C0021665	C0021641	C0020538	Decrease
C0071189	C0021665	C0020538	Binding
C0029419	C0020063	C0019189	Binding
C0020063	C0010377	C0339510	Binding
C0010377	C0020063	C0019189	Increase
C1456820	C0020063	C0339510	Increase
C0020063	C1456820	C0019189	Binding
C0021760	C0020063	C0339510	Binding
C0020063	C0021760	C0019189	Binding
C0010377	C0029419	C0019189	Regulation
C0029419	C1456820	C0019189	Binding
C0021760	C0029419	C0019189	Regulation
C0041455	C0010377	C0019189	Increase
C1456820	C0041455	C0019189	Decrease
C0041455	C0021760	C0019189	Increase
C1456820	C0010377	C0019189	Increase
C0021760	C0010377	C0019189	Increase
C0002199	C0079633	C0019189	Regulation
C0038304	C1413861	C0001627	Regulation
C0021641	C0812270	C1956346	Binding
C2936824	C0034789	C0023473	Regulation
C2936824	C1412097	C0023473	Regulation
C0378516	C1334306	C0014175	Increase
C0021758	C0021745	C0001175	Binding
C2935655	C0084340	C0005859	Regulation
C0606872	C0084340	C0005859	Binding
C0084341	C0084340	C0005859	Increase
C0035379	C0084340	C0005859	Regulation
C0084340	C0812234	C0005859	Regulation
C0108801	C0021760	C0027651	Binding
C0034809	C1334899	C0265962	Increase
C0965644	C0069906	C0242184	Increase
C0244988	C0080055	C1527249	Regulation
C0007082	C0042172	C0027651	Regulation
C0007082	C1417490	C1306459	Increase
C0007082	C1417490	C0027708	Increase
C1539896	C1419696	C0678222	Binding
C1539896	C1419003	C0678222	Binding
C1419003	C1419696	C0678222	Binding
C0037657	C0123707	C0040517	Binding
C0074825	C0123707	C0040517	Binding
C0123707	C0003372	C0040517	Binding
C0123707	C0071189	C0040517	Binding
C0123258	C0123707	C0040517	Binding
C0123707	C0021665	C0040517	Binding
C0071189	C0037663	C0040517	Increase
C0021665	C0037663	C0030305	Binding
C0383327	C0123759	C0024141	Binding
C0965644	C0019046	C0027651	Binding
C0965644	C0019046	C0242184	Binding
C0258855	C0078058	C0242184	Binding
C0019046	C1413052	C0027651	Binding
C0529119	C1530358	C0017658	Binding
C0172537	C0165519	C0023418	Decrease
C0029446	C1420343	C2239176	Binding
C0078058	C0027021	C0206698	Binding
C0380603	C0078058	C0238067	Binding
C0078058	C0380603	C0206698	Binding
C0001924	C0078058	C0206698	Binding
C1333887	C1955905	C0004096	Increase
C0023823	C0023821	C1701940	Decrease
C0032478	C0021747	C0042749	Binding
C0030190	C0042071	C0549473	Binding
C0042071	C0030190	C0040136	Binding
C0030190	C0042071	C0007115	Binding
C0069515	C1332762	C1412014	Binding
C0138741	C0055633	C0600139	Binding
C0138741	C0055633	C1704272	Binding
C1704256	C0380603	C2937421	Binding
C1704256	C0380603	C1704272	Binding
C0380603	C1704256	C3888088	Binding
C0312634	C0019167	C0019163	Decrease
C0020852	C0019166	C0019163	Binding
C1420088	C0035448	C3495559	Decrease
C0003323	C0007507	C0009319	Binding
C0360714	C0022709	C0022658	Increase
C0025646	C0007407	C0000921	Regulation
C1412228	C0120285	C0700095	Binding
C0020861	C0020835	C1832586	Regulation
C0003323	C0054953	C0023448	Decrease
C0054953	C1332717	C0023448	Binding
C1332421	C0054953	C0023448	Decrease
C0963811	C0054953	C0023448	Decrease
C1334896	C1426208	C0023418	Increase
C0054959	C3887583	C0398689	Binding
C0021665	C0123707	C0279702	Binding
C0812204	C0540309	C0678222	Decrease
C0812204	C0812444	C0678222	Regulation
C0812204	C0915193	C0678222	Decrease
C0812204	C1417008	C0678222	Decrease
C0540309	C0812444	C0678222	Decrease
C0540309	C0915193	C0678222	Decrease
C0540309	C1417008	C0678222	Decrease
C0812444	C0915193	C0678222	Decrease
C0812444	C1417008	C0678222	Decrease
C0915193	C1417008	C0678222	Decrease
C0080054	C1413181	C0279626	Binding
C1413181	C0080054	C0152018	Binding
C0021641	C0034818	C0011854	Decrease
C0105770	C0042172	C0152013	Binding
C0138514	C0078058	C0151744	Decrease
C0138514	C0078058	C1306459	Decrease
C0243045	C0249197	C2239176	Decrease
C0169665	C0249197	C2239176	Decrease
C0080055	C0291573	C1800706	Decrease
C0288472	C0291573	C1800706	Decrease
C0219474	C0291573	C1800706	Decrease
C0115305	C0078056	C0276498	Decrease
C0383327	C0021745	C0024530	Binding
C0019168	C0019167	C0151517	Binding
C0003323	C0021745	C0030481	Decrease
C1456820	C0021753	C1269683	Binding
C0021641	C0061355	C0027651	Decrease
C0249880	C0080058	C0027651	Regulation
C0030131	C0138741	C1704272	Binding
C0039902	C0040160	C0020676	Binding
C0795657	C0036734	C1306460	Regulation
C1412050	C0036734	C1306460	Decrease
C0663932	C0036734	C1306460	Decrease
C0795657	C1412050	C1306460	Decrease
C0795657	C0663932	C1306460	Decrease
C1412050	C0663932	C1306460	Decrease
C0219474	C0015683	C0017638	Binding
C1456820	C0014822	C1142276	Decrease
C1430988	C0080055	C1306460	Increase
C1430988	C0249880	C1306460	Increase
C1337112	C0035419	C1997092	Increase
C1337112	C0035419	C0149721	Increase
C1337112	C0035419	C0151744	Increase
C4285347	C1415825	C0036421	Regulation
C1415300	C1312754	C0018553	Decrease
C0391001	C0021735	C0019189	Decrease
C0288472	C0314684	C0027651	Binding
C0080055	C0010934	C0699791	Regulation
C0010934	C0219474	C0699791	Regulation
C1456820	C0254610	C0004239	Increase
C0383327	C1456820	C0004239	Binding
C0004002	C0022917	C0040034	Regulation
C1425775	C0253023	C0027651	Decrease
C0385939	C1571580	C0027651	Decrease
C0385939	C1334470	C0699791	Decrease
C1334470	C0385939	C0027651	Increase
C1337092	C1456820	C0340515	Decrease
C0215848	C0965644	C0019562	Regulation
C0036720	C0003765	C0007097	Binding
C1413191	C0388911	C0699791	Decrease
C0078058	C0006560	C0027651	Increase
C0525037	C1419285	C1306459	Binding
C1334346	C1099354	C2931822	Decrease
C0019630	C0529334	C0007570	Regulation
C0166417	C0021745	C0004239	Decrease
C0108685	C0021745	C0004239	Decrease
C0108685	C1456820	C0004239	Regulation
C0166417	C0108685	C0004239	Regulation
C0079460	C0108768	C0029408	Binding
C2702333	C0020852	C0085110	Regulation
C0040162	C0040160	C0302859	Regulation
C0017132	C0021641	C0013295	Regulation
C0020861	C0019168	C0520463	Binding
C0040162	C0040160	C0040147	Regulation
C0388911	C1565860	C0699791	Binding
C0063695	C0812236	C0699791	Increase
C0164786	C1335212	C0678222	Binding
C0025543	C1522552	C0027651	Regulation
C1522552	C0025543	C0678222	Binding
C3178655	C0025543	C0678222	Regulation
C3178655	C1522552	C0678222	Regulation
C1424933	C3812393	C0027651	Regulation
C0169665	C1425999	C0678222	Increase
C0381943	C1425999	C0678222	Increase
C1425999	C0381943	C0027651	Regulation
C0376622	C1565860	C0678222	Increase
C0031705	C1565860	C0678222	Increase
C0376622	C0031705	C0678222	Decrease
C0017817	C0019046	C0155765	Increase
C1456820	C0041368	C0024299	Increase
C1417250	C1337026	C0678222	Regulation
C0019046	C0000503	C0018802	Increase
C0000503	C0019046	C0022658	Decrease
C2983365	C0752312	C0175697	Regulation
C1709313	C0069515	C1140680	Binding
C0033681	C1333340	C1306459	Increase
C0537086	C0376622	C0032580	Increase
C1384539	C0127306	C0027651	Binding
C0525037	C0069197	C0600139	Decrease
C0537086	C0525037	C0600139	Binding
C0537086	C0525037	C0032580	Increase
C1704256	C0128897	C0027651	Decrease
C0033706	C0033621	C0598608	Increase
C0915830	C0251006	C0023467	Regulation
C0021665	C0123257	C0600139	Decrease
C0123257	C0123707	C0600139	Decrease
C0042666	C0042172	C0600139	Decrease
C0042172	C0138741	C0600139	Regulation
C0138741	C0042172	C0027651	Decrease
C0040160	C0023607	C0242343	Increase
C0019630	C1837204	C0042769	Binding
C0019630	C1837204	C0524909	Binding
C0019630	C1837204	C0019163	Binding
C0006560	C1367673	C0524620	Binding
C1336780	C0167636	C0751781	Binding
C0123156	C1336780	C0751781	Binding
C0123156	C0167636	C0751781	Binding
C0003595	C0128897	C0004153	Binding
C0079459	C0054953	C0027051	Binding
C0054953	C3887684	C0027051	Binding
C0079459	C3887684	C0027051	Binding
C0040679	C0021760	C0265293	Binding
C0003323	C1332717	C0853336	Binding
C1704256	C0529119	C1112768	Binding
C0021641	C0911014	C0032897	Regulation
C0040690	C1334468	C0017638	Binding
C0529119	C0040690	C0017638	Binding
C0529119	C1334468	C0017638	Binding
C4042483	C0080055	C0334044	Regulation
C1456820	C0017040	C2239176	Binding
C0017837	C1456820	C2239176	Binding
C1456820	C0002210	C2239176	Binding
C0042172	C0694872	C0006142	Binding
C0694872	C0042172	C0206692	Binding
C0042172	C0694872	C1706827	Binding
C1334085	C0021641	C0020456	Binding
C1332717	C0003323	C0796085	Binding
C1419989	C1456820	C0027121	Binding
C1456820	C1419989	C0027651	Binding
C1332810	C2263086	C0019562	Binding
C2263086	C2984600	C0019562	Binding
C1412111	C1412112	C0007222	Binding
C0069515	C1415311	C0678222	Binding
C0010132	C0001655	C0037769	Binding
C0290741	C1420401	C0699791	Binding
C0034818	C1334133	C0032460	Decrease
C0034678	C0249197	C0027651	Decrease
C0021665	C0123707	C0033860	Increase
C0072108	C0208804	C0001430	Decrease
C0169665	C0208804	C0001430	Increase
C0208804	C0080055	C0001430	Binding
C0033371	C0208804	C0001430	Increase
C0033371	C0208804	C0027651	Increase
C0037663	C0208804	C0001430	Increase
C0169665	C0072108	C0001430	Increase
C0033371	C0072108	C0001430	Increase
C0033371	C0072108	C0027651	Increase
C0037663	C0072108	C0001430	Increase
C0037663	C0072108	C0027651	Increase
C0169665	C0033371	C0001430	Increase
C0169665	C0037663	C0001430	Binding
C0033371	C0080055	C0001430	Increase
C0037663	C0080055	C0001430	Increase
C0021756	C0031858	C0002893	Binding
C0031858	C0021745	C0002893	Increase
C0312402	C0002059	C0600139	Regulation
C0760170	C0002059	C0600139	Increase
C1415458	C0024544	C0018553	Binding
C0002210	C0022917	C0855197	Increase
C0025250	C0075742	C3539781	Decrease
C0106132	C0018062	C0036631	Binding
C0025196	C0012524	C0025202	Regulation
C0021756	C0031858	C0024305	Regulation
C0009630	C0001804	C0017097	Decrease
C0027481	C0001804	C0017097	Decrease
C0035569	C0001804	C0017097	Decrease
C0053800	C0001804	C0017097	Decrease
C0001804	C1335641	C0017097	Decrease
C0001804	C0025147	C0017097	Decrease
C0037663	C0037659	C0026850	Decrease
C0020861	C0020852	C0024198	Binding
C1416933	C0016778	C0018188	Decrease
C1416933	C0016778	C0030524	Decrease
C0021755	C0009630	C0027651	Increase
C0017963	C0023607	C0001430	Decrease
C0042971	C0015506	C0032580	Regulation
C0014239	C0034804	C0042133	Binding
C0020861	C0019168	C0019189	Binding
C0812204	C0004434	C0025202	Increase
C0812204	C0005575	C0025202	Increase
C0015982	C0040679	C0242184	Binding
C0015982	C0383389	C0242184	Binding
C0078058	C0380603	C0036220	Regulation
C0021760	C1456820	C0036220	Increase
C0623362	C0021753	C0029408	Decrease
C1456820	C0600251	C0549493	Binding
C1702299	C1456820	C0549493	Binding
C1456820	C0021758	C0549493	Binding
C1456820	C0021760	C0549493	Binding
C1456820	C0079633	C0549493	Binding
C1456820	C0128546	C0549493	Binding
C1456820	C0072978	C0549493	Binding
C0600251	C0079633	C0549493	Binding
C0600251	C0128546	C0549493	Binding
C1702299	C0079633	C0549493	Binding
C0128546	C1702299	C0549493	Binding
C0021758	C0079633	C0549493	Binding
C0128546	C0021758	C0549493	Binding
C0021760	C0079633	C0549493	Binding
C0021760	C0128546	C0549493	Binding
C0128546	C0079633	C0549493	Binding
C0079633	C0072978	C0549493	Binding
C0128546	C0072978	C0549493	Binding
C0037668	C0037663	C0796176	Binding
C0027752	C0021755	C0027651	Binding
C0255813	C0248813	C3263719	Binding
C0248813	C0258441	C3263719	Increase
C0080055	C0080113	C1302853	Binding
C0080113	C0072108	C0035335	Binding
C0063695	C1456820	C0036421	Binding
C0312631	C0019168	C0036916	Binding
C1366564	C0014822	C1140680	Increase
C0376277	C0042071	C0003873	Increase
C1456820	C0021756	C0003873	Decrease
C0003595	C0017626	C0002395	Binding
C1366477	C0021756	C0699790	Increase
C1414322	C0023821	C0175697	Binding
C0008169	C1456820	C0027651	Decrease
C0085295	C1412677	C0745287	Increase
C0080113	C0080055	C0005695	Binding
C0078058	C0017626	C0042974	Decrease
C0020852	C1412994	C0266929	Regulation
C0080222	C0002210	C2239176	Binding
C0002210	C0080222	C0746102	Binding
C1417490	C0006611	C0678222	Decrease
C0169533	C0042071	C0027651	Binding
C0079633	C0030306	C0027651	Binding
C0041368	C0021740	C0175697	Binding
C4019432	C0968256	C0024408	Binding
C4019432	C0665827	C0024408	Binding
C0003323	C0021758	C0019693	Regulation
C0036883	C0001655	C0600139	Binding
C0021745	C0021759	C0019159	Binding
C0032143	C0042971	C0024141	Decrease
C0034348	C0010287	C0339510	Decrease
C0017626	C0042971	C0206734	Decrease
C0034343	C0021641	C0017097	Regulation
C0020856	C0020855	C0023434	Regulation
C0016424	C0023607	C0346308	Binding
C0042395	C0001655	C0027651	Binding
C0023823	C0023821	C0011854	Increase
C1528558	C0525037	C1306459	Decrease
C1425323	C0021031	C0338451	Regulation
C1425323	C0021031	C0002395	Regulation
C1453722	C0015683	C0027651	Binding
C0078058	C0079633	C0677886	Decrease
C0007082	C0078058	C0027651	Binding
C1337109	C1099354	C0017638	Regulation
C0123707	C0021665	C2937421	Regulation
C1335875	C1527617	C0600139	Regulation
C1335875	C0033371	C0600139	Regulation
C0080055	C0111429	C0699885	Regulation
C0069515	C0257766	C0017638	Regulation
C0006938	C0008169	C3250443	Regulation
C0666361	C0753253	C0026764	Binding
C0079904	C0174680	C1306459	Regulation
C0965644	C0078058	C0009402	Decrease
C0123759	C0214743	C1800706	Decrease
C1415278	C0387583	C0699790	Regulation
C1415278	C1565860	C0699790	Regulation
C1415278	C0017822	C0699790	Regulation
C0015683	C0253023	C1302401	Binding
C0082420	C0078058	C0678222	Binding
C0082420	C0078058	C0006142	Regulation
C1416271	C0080055	C0027651	Binding
C1880904	C0022917	C0027651	Binding
C0019046	C0357131	C1328504	Regulation
C0053251	C0166825	C0334463	Regulation
C0128897	C0041368	C0333516	Decrease
C0215469	C1533698	C0175697	Regulation
C0015683	C0041368	C3150833	Regulation
C0015683	C0041368	C0018802	Binding
C0015683	C1456820	C0018802	Regulation
C0812270	C0006560	C0007222	Regulation
C0124604	C0003595	C0002395	Decrease
C0021641	C0006558	C0011849	Binding
C1456820	C0021753	C0085696	Regulation
C1456820	C0021753	C2937421	Binding
C1456820	C0021753	C1704272	Regulation
C1456820	C0021753	C1720796	Regulation
C0080055	C0384826	C0002395	Regulation
C0249880	C0080055	C0001418	Binding
C0084340	C0082645	C0027651	Increase
C0034802	C0164786	C0699885	Increase
C0069515	C0164786	C1134719	Regulation
C3811709	C0664390	C0027651	Regulation
C0965644	C0664390	C0027651	Regulation
C0664219	C0664390	C0027651	Regulation
C4082178	C0664390	C0027651	Regulation
C0965644	C3811709	C0027651	Regulation
C0664219	C0965644	C0027651	Regulation
C0034804	C0965644	C0027651	Regulation
C4082178	C0965644	C0027651	Regulation
C0001924	C0078058	C0027651	Binding
C1413614	C0024429	C0027651	Regulation
C0021745	C0123759	C0036202	Binding
C0079413	C0812385	C0023473	Decrease
C0162833	C0054946	C1306459	Regulation
C0075747	C0021758	C0002395	Regulation
C0021745	C0085379	C0002395	Increase
C0042172	C0054544	C0007097	Increase
C1414402	C1419289	C0027651	Increase
C0034131	C0021756	C0027651	Binding
C0079460	C0034131	C0027651	Increase
C0003593	C0021641	C2936179	Regulation
C0033371	C1333253	C0020514	Increase
C0383327	C1423842	C0027651	Binding
C1456820	C0021753	C0018790	Increase
C1456820	C0021753	C0242973	Increase
C0387583	C1565860	C0279671	Increase
C1565860	C0387583	C1168401	Regulation
C0387583	C0080055	C1306459	Regulation
C0080055	C0387583	C0279671	Increase
C0080055	C0387583	C1168401	Increase
C1565860	C0080055	C1306459	Binding
C0080055	C1565860	C0279671	Binding
C1565860	C0080055	C1168401	Binding
C1565860	C0169665	C0027651	Regulation
C1565860	C0169665	C1306459	Increase
C1565860	C0169665	C0279671	Increase
C1565860	C0169665	C1168401	Increase
C0169665	C0080055	C0279671	Increase
C0169665	C0080055	C1168401	Increase
C0297981	C1456820	C0035369	Increase
C0003323	C0007507	C0020877	Binding
C0007507	C0003323	C0085110	Binding
C0003323	C0125090	C0020877	Increase
C0003323	C0108790	C0020877	Increase
C0003323	C0085295	C0085110	Increase
C0067685	C0007507	C0027651	Increase
C0024518	C0067685	C0600139	Increase
C0024518	C0067685	C0027651	Increase
C0024518	C0007507	C0027651	Decrease
C1456820	C0080222	C0019163	Increase
C0003009	C0080222	C0019163	Increase
C0003009	C1456820	C0019163	Increase
C0002059	C0022917	C0041328	Increase
C0017040	C0022917	C0041328	Binding
C0017040	C0002059	C0041328	Binding
C1415097	C1337090	C3714660	Regulation
C1333340	C1333341	C0035309	Binding
C0021760	C0041368	C0026764	Increase
C0128897	C0063695	C0026764	Increase
C0079459	C0054953	C0265219	Binding
C0078058	C0019046	C0699885	Increase
C0078058	C0079280	C0699885	Increase
C0002723	C0023821	C0004153	Increase
C0002723	C0085201	C0004153	Increase
C0019046	C0023822	C3250443	Increase
C0019018	C0023822	C0011860	Binding
C0021665	C1420068	C0026764	Increase
C0021760	C1420068	C0026764	Binding
C1428193	C1428201	C0700095	Decrease
