head	tail	context	relation_type
C0623362	C0072108	C0023467	Binding
C0079460	C0079459	C0035222	Binding
C0023542	C0023544	C0035222	Binding
C0127082	C0623362	C0749095	Binding
C1522552	C0623362	C0749095	Binding
C0080055	C0075278	C0002893	Binding
C0005575	C0080055	C0002893	Binding
C0027021	C0080055	C0002893	Binding
C0164371	C1412791	C0029408	Binding
C0037663	C0037668	C1449563	Binding
C0042666	C0015506	C2239176	Binding
C0042666	C0015506	C0001418	Binding
C3642141	C1412046	C0002395	Binding
C0085295	C1704256	C0017636	Binding
C0085295	C0108747	C0017636	Binding
C0040690	C0085295	C0017636	Binding
C0077072	C0009552	C0026269	Binding
C0077072	C0054966	C0026269	Binding
C0054966	C0009552	C0026269	Binding
C0021745	C0085295	C0017181	Increase
C0123759	C0021745	C3887645	Binding
C0123759	C0020846	C3887645	Binding
C0123759	C0021747	C3887645	Binding
C0021745	C0021747	C3887645	Binding
C0037657	C0020063	C0022661	Binding
C0021665	C0020063	C0022661	Binding
C0020855	C0020852	C0699889	Binding
C0020852	C0020856	C0699889	Binding
C0020856	C0020855	C0699889	Binding
C0919457	C1332006	C0001430	Binding
C0138741	C0076726	C1458155	Binding
C0131875	C0065904	C0027651	Binding
C0021753	C1702299	C0149516	Binding
C0021760	C1702299	C0149516	Binding
C1702299	C0079633	C0149516	Binding
C1702299	C1456820	C0149516	Binding
C1702299	C0007578	C0149516	Binding
C1702299	C0063695	C0149516	Binding
C1702299	C0078056	C0149516	Binding
C0021753	C0007578	C0149516	Binding
C0021753	C0078056	C0149516	Binding
C0007578	C0021760	C0149516	Binding
C0021760	C0063695	C0149516	Binding
C0078056	C0021760	C0149516	Binding
C0007578	C0079633	C0149516	Binding
C0079633	C0078056	C0149516	Binding
C0007578	C1456820	C0149516	Binding
C0063695	C1456820	C0149516	Binding
C1456820	C0078056	C0149516	Binding
C0007578	C0063695	C0149516	Binding
C0063695	C0078056	C0149516	Binding
C1120843	C0072978	C0027651	Binding
C1120843	C0032172	C0027651	Binding
C0257535	C0072978	C0027651	Binding
C0079460	C0257535	C0027651	Binding
C1456386	C0257535	C0027651	Binding
C1456386	C0072978	C0027651	Binding
C0072978	C1334475	C0027651	Binding
C0072978	C0032172	C0027651	Binding
C0079460	C1456386	C0027651	Binding
C1334475	C0079460	C0027651	Binding
C0032172	C1456386	C0027651	Binding
C1334475	C0032172	C0027651	Binding
C0032172	C0752312	C0027651	Binding
C0215469	C1456820	C1306459	Binding
C0001899	C0004002	C0017097	Binding
C0694898	C0019630	C0023418	Binding
C0065041	C4082178	C0206633	Binding
C1504688	C1456820	C0041296	Binding
C1504688	C0021753	C0041296	Binding
C0021753	C0245109	C0041296	Binding
C1418752	C0035379	C0002736	Binding
C0165519	C0172537	C0221056	Binding
C0299212	C0001347	C0085159	Binding
C0021641	C0034804	C0021670	Binding
C0021641	C0001492	C0021670	Binding
C0078058	C0030230	C2239176	Binding
C0032145	C0042071	C0699791	Regulation
C1332717	C0108747	C0017181	Increase
C1414435	C1332717	C0017181	Regulation
C1136310	C0108747	C0017181	Decrease
C0022984	C0072054	C0025945	Regulation
C0007082	C1334314	C0699791	Decrease
C0034802	C1430988	C0025149	Decrease
C0034802	C1430988	C0334590	Decrease
C0034802	C1430988	C0280788	Decrease
C0021665	C0299583	C0020459	Binding
C0042071	C0030190	C0333516	Decrease
C0079633	C0042071	C0333516	Decrease
C0021745	C0042071	C0333516	Decrease
C0019764	C0215469	C0018553	Decrease
C1098093	C0288472	C0002448	Decrease
C0525037	C0288472	C0002448	Decrease
C0288472	C0169665	C0002448	Binding
C1332737	C0288472	C0002448	Binding
C0381943	C1430988	C0595989	Binding
C1430988	C0381943	C0333977	Binding
C1415537	C0005270	C0549473	Decrease
C0063695	C1704256	C0346647	Binding
C1704256	C0063695	C1306459	Regulation
C0021760	C0243044	C0024141	Decrease
C0021665	C0036883	C0524620	Regulation
C0021665	C0036883	C0026269	Regulation
C0533668	C0540511	C2239176	Binding
C0752312	C0378516	C0026764	Regulation
C0033634	C0378516	C0026764	Regulation
C0752312	C3849882	C0026764	Regulation
C0033634	C3849882	C0026764	Regulation
C0752312	C1334306	C0026764	Regulation
C0033634	C1334306	C0026764	Regulation
C0752312	C0078058	C0026764	Regulation
C0033634	C0078058	C0026764	Regulation
C0033634	C0752312	C0026764	Regulation
C0040083	C1366824	C0678222	Regulation
C0032193	C0134835	C0042974	Regulation
C0110610	C1413791	C0027651	Increase
C0019046	C0003323	C0020522	Regulation
C0021641	C0299583	C0600086	Regulation
C0021641	C0040160	C0600086	Regulation
C0021641	C0040160	C1840264	Regulation
C0067685	C0138741	C0034341	Decrease
C0076726	C0035379	C0600139	Regulation
C0377707	C0069906	C1140680	Regulation
C0293304	C0249880	C0007873	Regulation
C0059386	C0003323	C0002395	Increase
C0023822	C0042971	C0007222	Regulation
C0023822	C0042971	C0152107	Regulation
C0023822	C0030190	C0007222	Decrease
C0023822	C0030190	C0152107	Regulation
C1138418	C2827383	C1458155	Regulation
C1138418	C2827383	C0001418	Regulation
C1138418	C2827383	C0206650	Regulation
C1138418	C2827383	C1306459	Regulation
C0214222	C0079904	C0001418	Regulation
C0123771	C0021758	C0085786	Regulation
C0968296	C0021758	C0085786	Regulation
C0527729	C0021758	C0085786	Regulation
C0021755	C0021758	C0085786	Regulation
C1332680	C0021745	C0002395	Regulation
C0072523	C1420701	C0021390	Decrease
C0245109	C0001924	C0027651	Increase
C0080113	C0288472	C0699885	Increase
C0069906	C0080055	C1839730	Regulation
C4042483	C0080055	C1839730	Regulation
C1421933	C1427885	C0017181	Regulation
C1412433	C1421933	C0017181	Binding
C1456820	C0021753	C0003125	Decrease
C0023821	C0023823	C3250443	Increase
C0034786	C0287829	C0376358	Binding
C0034786	C0287829	C0027651	Binding
C0016055	C0078058	C1334274	Decrease
C0016055	C0078058	C0007097	Decrease
C0042971	C1412228	C0005129	Decrease
C0017351	C0034790	C1882062	Regulation
C0012881	C0034790	C0023467	Decrease
C1333243	C0034790	C0023467	Decrease
C0015879	C0019168	C2239176	Decrease
C1413309	C0138741	C0027651	Decrease
C1413309	C0018062	C0027651	Decrease
C1333715	C0017837	C0600139	Decrease
C0003009	C1120843	C0521607	Binding
C0016055	C0082529	C0521607	Binding
C1120843	C0016055	C0521607	Binding
C1120843	C0082529	C0521607	Binding
C0069515	C1537692	C2239176	Binding
C0288472	C1537692	C2239176	Binding
C0069515	C1334508	C2239176	Binding
C1334508	C0288472	C2239176	Binding
C0242957	C0069515	C2239176	Binding
C0288472	C0242957	C2239176	Binding
C0080055	C0069515	C2239176	Binding
C0127306	C0069515	C2239176	Binding
C0069515	C0288472	C2239176	Binding
C0084715	C0069515	C2239176	Binding
C1413240	C0069515	C2239176	Binding
C0069515	C0019629	C2239176	Binding
C0069515	C0019630	C2239176	Binding
C0127306	C0080055	C2239176	Binding
C0127306	C0288472	C2239176	Binding
C0288472	C0084715	C2239176	Binding
C0288472	C1413240	C2239176	Binding
C0019629	C0288472	C2239176	Binding
C0019630	C0288472	C2239176	Binding
C0079349	C0072108	C0022116	Binding
C0022709	C0069515	C0919267	Binding
C2352110	C0218504	C0585442	Binding
C0054953	C0054968	C0008626	Binding
C0054968	C0054953	C0007789	Binding
C0054968	C0054953	C0002962	Binding
C0021753	C0027021	C0341177	Binding
C1424661	C0039938	C0020456	Binding
C0169665	C0288472	C1862382	Binding
C1332737	C0288472	C1862382	Binding
C0249197	C0288472	C1862382	Binding
C1366587	C0288472	C1306459	Binding
C0752312	C1416832	C0175697	Regulation
C1333573	C1333572	C0027651	Binding
C1333634	C1333572	C0027651	Binding
C1333573	C1333634	C0027651	Binding
C0034815	C0062739	C0038358	Binding
C0010531	C1416378	C0022116	Binding
C0078058	C0378516	C3714496	Binding
C0078058	C1334306	C3714496	Binding
C0378516	C1334306	C3714496	Binding
C0935992	C1098093	C0699790	Binding
C0253050	C0078058	C0278701	Binding
C0079904	C0062505	C0699791	Binding
C0002059	C0376147	C0023903	Binding
C0002059	C0001899	C0023903	Binding
C0002059	C0004002	C0023903	Binding
C0023776	C0002059	C0023903	Binding
C0002059	C0017837	C0023903	Binding
C0250604	C0214733	C0021375	Binding
C0289863	C0002210	C0345904	Binding
C1826449	C0039411	C0018553	Binding
C0020861	C0670896	C0008312	Binding
C1423633	C0020861	C0008312	Binding
C0148199	C0206364	C0027651	Binding
C0080058	C0080055	C0007137	Binding
C0009331	C0053932	C0206711	Binding
C1567346	C0752313	C1883486	Binding
C0022917	C0000379	C0017181	Binding
C1419574	C0253050	C3539916	Binding
C0135615	C1419574	C3539916	Binding
C1099354	C1419574	C3539916	Binding
C1099354	C0253050	C3539916	Binding
C0135615	C1099354	C3539916	Binding
C0135615	C0253050	C3539916	Binding
C0022709	C0034787	C0242339	Binding
C0017822	C1415278	C0021364	Binding
C0123658	C0038304	C0032460	Binding
C0080055	C0040083	C0040517	Binding
C0078058	C0040083	C0040517	Binding
C0752313	C0082529	C3854173	Binding
C0752313	C0082529	C0035436	Binding
C1456820	C0082529	C0035436	Binding
C0108779	C0003323	C3495427	Binding
C0108789	C0108779	C3495427	Regulation
C1332717	C0108779	C3495427	Binding
C0600472	C0017626	C0017638	Binding
C0017626	C0600472	C0004114	Binding
C0017626	C0600472	C0018081	Binding
C0108800	C0007507	C0017181	Binding
C0034819	C0108800	C0017181	Binding
C0108800	C0003323	C0017181	Binding
C0003323	C0034819	C0017181	Binding
C0038838	C0041368	C0007222	Binding
C1366587	C0085295	C0742343	Binding
C0527108	C0085295	C0742343	Binding
C1417825	C0055530	C0238052	Binding
C1420484	C1425272	C0037769	Binding
C0105770	C0006631	C0699791	Increase
C0080065	C0812383	C0027651	Increase
C0035094	C1436327	C0392514	Increase
C0035094	C0022071	C0392514	Binding
C0021756	C0021755	C0001175	Increase
C0031858	C0021756	C0036220	Regulation
C3539605	C0123242	C0023434	Regulation
C1332717	C0021027	C0684275	Increase
C1332717	C0305052	C0684275	Increase
C1332717	C0020835	C0021051	Increase
C0003323	C0021027	C0684275	Increase
C0003323	C0021027	C0021051	Increase
C0003323	C0305052	C0684275	Increase
C0003323	C0305052	C0021051	Increase
C0020835	C0305052	C0684275	Increase
C0003323	C0020835	C0021051	Binding
C0054947	C0054968	C0023467	Increase
C0085379	C0021756	C0023467	Increase
C0085379	C0021756	C0024305	Binding
C0021764	C0085379	C0023467	Increase
C0021764	C0021756	C0023467	Increase
C0021760	C0077503	C0002893	Increase
C1259013	C1456820	C0002893	Binding
C1259013	C0021760	C0002893	Binding
C1456820	C0034819	C0002893	Increase
C0021760	C0034819	C0002893	Increase
C1456820	C1335296	C0002893	Increase
C0021760	C1335296	C0002893	Increase
C0131875	C1456820	C1850109	Increase
C0040690	C0131875	C0027651	Binding
C0131875	C0040690	C1850109	Increase
C1456820	C0040690	C1850109	Increase
C1366480	C0079460	C0023467	Increase
C1366631	C0003009	C0020564	Increase
C0016424	C0023607	C0021359	Regulation
C0812222	C0080055	C0004114	Binding
C0115305	C0063695	C0948089	Increase
C1414913	C1414915	C0036341	Increase
C0812228	C0668624	C0036341	Increase
C0017822	C0038838	C0678222	Binding
C0169964	C0004002	C3241958	Increase
C0169964	C0004002	C0018799	Increase
C0169964	C0010287	C3241958	Increase
C0169964	C0010287	C0018799	Increase
C0169964	C0022917	C3241958	Increase
C0169964	C0022917	C0018799	Increase
C0034802	C1418752	C0017636	Increase
C0042071	C0021753	C0175697	Decrease
C3652465	C0215469	C0175697	Increase
C0215469	C0287920	C0175697	Regulation
C1334894	C0525037	C0027651	Regulation
C1415317	C1415549	C0025286	Increase
C0022709	C0025250	C0160420	Decrease
C0022709	C0038432	C0160420	Increase
C0025250	C0038432	C0160420	Increase
C0034802	C0040688	C0022658	Increase
C0529099	C0127082	C0014175	Increase
C0665341	C0127082	C0014175	Increase
C0665341	C0529099	C0014175	Decrease
C0174680	C0080055	C0699791	Binding
C0034802	C1610033	C1527249	Increase
C0080055	C0525037	C0346210	Regulation
C0080055	C0525037	C0347180	Regulation
C0525037	C0080055	C0023652	Binding
C4082178	C0003805	C0027651	Decrease
C0006560	C0032143	C0007222	Increase
C0071216	C0017837	C0027651	Regulation
C0071216	C0017837	C0699790	Binding
C0006610	C0007082	C0235974	Increase
C0600251	C0070099	C0149911	Binding
C0070099	C0600251	C0085682	Binding
C0027752	C0082529	C0031511	Increase
C0020841	C0020840	C0003507	Increase
C0037663	C0123707	C0027651	Increase
C1456820	C0600251	C0856554	Binding
C1456820	C0600251	C0151544	Binding
C0021753	C1456820	C0856554	Binding
C0021753	C1456820	C0151544	Binding
C1456820	C0021760	C0856554	Binding
C0021760	C1456820	C0151544	Binding
C1456820	C0079460	C2239176	Binding
C0600251	C0021753	C0856554	Binding
C0600251	C0021753	C0151544	Binding
C0021760	C0600251	C0856554	Binding
C0021760	C0600251	C0151544	Binding
C0600251	C0079460	C2239176	Binding
C0079460	C0600251	C0856554	Binding
C0021753	C0021760	C0856554	Binding
C0021753	C0021760	C0151544	Binding
C0079460	C0021753	C2239176	Binding
C0079460	C0021753	C0856554	Binding
C0079460	C0021760	C2239176	Binding
C0037663	C0040162	C0520463	Binding
C0037663	C0010132	C0001430	Regulation
C0070099	C0020063	C1704328	Binding
C0015506	C1413661	C0042974	Binding
C1413661	C0042971	C0042974	Binding
C0054878	C0027803	C0017181	Binding
C0054878	C0003987	C0017181	Binding
C0054878	C0252274	C0017181	Binding
C0020852	C0001924	C0031154	Decrease
C0020852	C1412332	C0031154	Decrease
C1567075	C0030306	C0027651	Binding
C0019167	C0019166	C0027651	Binding
C0021658	C0021641	C0042109	Regulation
C0021658	C0021641	C0002994	Regulation
C1456820	C0605057	C1839259	Regulation
C0069535	C0021760	C0036421	Regulation
C0024518	C4048302	C0036202	Regulation
C4048302	C1413243	C0036202	Regulation
C4048302	C0019630	C0036202	Regulation
C0037663	C0037659	C0679221	Regulation
C0020846	C1417848	C0038644	Binding
C1420115	C0055633	C0349529	Regulation
C0172537	C0074479	C0008479	Regulation
C3178655	C0074479	C0008479	Regulation
C0172537	C0623362	C0008479	Regulation
C3178655	C0623362	C0008479	Regulation
C3178655	C0172537	C0008479	Regulation
C0172537	C0074479	C0862878	Regulation
C3178655	C0074479	C0862878	Regulation
C0172537	C0623362	C0862878	Regulation
C3178655	C0623362	C0862878	Regulation
C3178655	C0172537	C0862878	Regulation
C4048302	C0069428	C0014072	Regulation
C0020852	C0245109	C0175697	Regulation
C0021745	C0021758	C0026838	Regulation
C0125606	C0021760	C0025149	Regulation
C0054950	C0021759	C0027651	Binding
C0015683	C1144061	C0006413	Regulation
C0809183	C0525037	C0265308	Regulation
C0172537	C0127082	C1883486	Regulation
C0041485	C0905617	C1334699	Regulation
C0017351	C0524893	C1840451	Regulation
C0019024	C0019046	C0039730	Decrease
C1456820	C0384648	C0003873	Decrease
C0288472	C0080055	C1336905	Regulation
C0079414	C0526999	C0678222	Regulation
C1120843	C0042071	C0678222	Decrease
C0021760	C0002723	C0001339	Regulation
C0022917	C0079460	C0034050	Decrease
C0022917	C0079460	C1863340	Decrease
C0007082	C0079460	C0034050	Decrease
C0007082	C0079460	C1863340	Decrease
C0019728	C0019166	C0019163	Decrease
C0021755	C0079904	C0022116	Decrease
C0063695	C0021755	C0022116	Decrease
C0080245	C0699919	C0025202	Binding
C0025543	C0623362	C0008479	Decrease
C0145947	C0623362	C0008479	Decrease
C0145947	C0025543	C0008479	Decrease
C1333887	C0021666	C2239176	Binding
C3539602	C1456820	C0745287	Decrease
C0299583	C0019046	C0085207	Decrease
C0012863	C0949751	C0027651	Decrease
C0127306	C0169665	C1368404	Decrease
C0078058	C0132555	C0280324	Decrease
C0078058	C1533698	C0280324	Decrease
C1533698	C0132555	C0280324	Decrease
C1430988	C0291573	C0595989	Decrease
C1704256	C4042483	C0007137	Binding
C1704256	C0080055	C0007137	Binding
C0016055	C0059973	C0595989	Decrease
C0016055	C0079419	C0595989	Decrease
C1413287	C0249880	C0021670	Decrease
C1414148	C1333253	C1868678	Regulation
C0032200	C0019046	C0017638	Decrease
C0032200	C0061057	C0017638	Decrease
C1417490	C0108801	C0027651	Binding
C0021760	C0063695	C2607914	Regulation
C0172537	C3178655	C0747273	Decrease
C3178655	C0165519	C0747273	Decrease
C0032143	C0032145	C0022595	Increase
C0016006	C0032143	C0022595	Regulation
C0021641	C0022071	C1883486	Decrease
C0023821	C0023823	C0024530	Regulation
C0290024	C1421270	C0699791	Decrease
C0388911	C0169539	C0280324	Decrease
C0388911	C0169539	C0595989	Decrease
C0021760	C0079460	C0023473	Regulation
C0021760	C0021758	C0023473	Regulation
C0021666	C0021760	C0699791	Decrease
C1529719	C0034789	C0750927	Binding
C1529719	C0219488	C0750927	Binding
C0079459	C0079460	C0920571	Binding
C0015683	C1515370	C0029408	Decrease
C0380603	C0016026	C1883486	Decrease
C1456820	C0021745	C0520463	Increase
C0015683	C0245662	C0042769	Regulation
C0078056	C0063695	C2239176	Regulation
C0027752	C0040690	C0023418	Decrease
C0105770	C0242957	C0699791	Increase
C0019764	C1332717	C3250443	Binding
C0021665	C0037663	C0007789	Binding
C0021758	C1366477	C0699790	Binding
C1456820	C1366477	C0699790	Binding
C0021745	C1366477	C0699790	Decrease
C0079460	C1366477	C0699790	Decrease
C1366477	C0085295	C0699790	Binding
C0040690	C1366477	C0699790	Decrease
C0021756	C0040690	C0699790	Decrease
C0040690	C0021758	C0699790	Decrease
C1456820	C0079460	C0699790	Decrease
C0040690	C1456820	C0699790	Regulation
C0021745	C0040690	C0699790	Decrease
C0040690	C0085295	C0699790	Decrease
C0069906	C0054952	C0023467	Regulation
C0075146	C0040057	C0027726	Binding
C0079281	C0079283	C0948908	Binding
C0021641	C0001924	C0020538	Decrease
C1826799	C0052495	C0019159	Decrease
C0078056	C0063695	C0007117	Binding
C0080055	C0525037	C0281361	Binding
C0249880	C0525037	C0039590	Decrease
C0023822	C0019018	C0020557	Decrease
C0023822	C0019018	C0020443	Decrease
C1332717	C0003323	C0026918	Decrease
C0054959	C0167627	C0023418	Binding
C1456820	C0021755	C0018188	Decrease
C0021759	C0085295	C0018553	Increase
C0018664	C0018062	C0008497	Binding
C0021760	C0032172	C0175697	Regulation
C0040162	C0010132	C0032000	Increase
C0014822	C0021755	C0002876	Increase
C0014822	C0021755	C0002893	Increase
C0003323	C0081692	C0002395	Binding
C1538631	C0768581	C0018203	Binding
C0127092	C0010287	C0162309	Binding
C0104940	C0139905	C0035334	Binding
C0967718	C0139905	C0035334	Binding
C0104940	C0967718	C0035334	Binding
C0001457	C0003323	C0041326	Binding
C0001457	C1332717	C0041326	Binding
C0067033	C0027021	C2347126	Decrease
C0080055	C0072108	C0595989	Regulation
C0035448	C0103647	C0019159	Binding
C0054779	C0812305	C0027651	Binding
C0016424	C0023607	C0007099	Decrease
C0039694	C0080113	C0027651	Binding
C0120285	C0017837	C0265218	Binding
C0021756	C0021753	C0041296	Increase
C0003765	C0021753	C0027651	Binding
C0535245	C1305957	C0155626	Binding
C0020838	C0020835	C0729777	Binding
C1456820	C0009392	C0023524	Binding
C0380603	C0021756	C0005695	Binding
C1413269	C1436327	C0028754	Binding
C0020846	C0061078	C0013595	Regulation
C0917591	C1413800	C0027651	Binding
C0038838	C0214788	C0752304	Decrease
C1456820	C0021753	C0264757	Decrease
C1456820	C0021753	C0694539	Decrease
C0079904	C0021760	C0006625	Binding
C0021641	C0299583	C0023264	Binding
C0027021	C0383327	C0022116	Decrease
C1456820	C3487299	C0019163	Decrease
C1332741	C4049922	C0002395	Decrease
C1413296	C4049922	C0002395	Binding
C4049922	C1332705	C0002395	Decrease
C0069515	C0664319	C0678222	Decrease
C0069515	C0752313	C0678222	Decrease
C0600388	C0069515	C0678222	Regulation
C0069515	C0380603	C0678222	Decrease
C0069515	C0127082	C0678222	Decrease
C0069515	C0172537	C0678222	Decrease
C0069515	C0165519	C0678222	Decrease
C0015683	C0059386	C0699885	Decrease
C0072978	C1332691	C0009402	Decrease
C0385463	C0221135	C0023467	Decrease
C0001473	C2244316	C0027726	Decrease
C0174680	C0105770	C0206694	Decrease
C0069515	C1456828	C0008487	Decrease
C0242275	C1456828	C0008487	Decrease
C0034802	C1456828	C0008487	Binding
C0242275	C0069515	C0008487	Decrease
C0034802	C0069515	C0008487	Decrease
C0242275	C0034802	C0008487	Decrease
C0107719	C0534519	C0027651	Decrease
C0021753	C0006560	C0028754	Decrease
C0006560	C0078056	C0028754	Decrease
C0021760	C0078056	C0028754	Decrease
C0078056	C0021753	C0028754	Decrease
